source,target,similarity
결제,24개월,0.9955734610557556
결제,다,0.9955663084983826
결제,2년,0.995516836643219
결제,연락드리겠습니다.,0.9954355359077454
결제,드리는,0.995429515838623
결제,추천합니다.,0.9954243302345276
결제,<DISCOUNT>,0.9951256513595581
결제,진행됩니다.,0.9950450658798218
결제,결제를,0.9950194358825684
결제,박스를,0.9948753714561462
결제,보내드릴까요?,0.9948565363883972
결제,청구된,0.9948508143424988
결제,할인받아서,0.9948258399963379
결제,도움이,0.9948186874389648
결제,약정으로,0.9947628378868103
결제,휴대폰까지,0.9947493076324463
납부됩니다.,납부될,0.994685709476471
납부됩니다.,동의합니다.,0.9681897163391113
납부됩니다.,"그래,",0.9628334045410156
납부됩니다.,겁니다.,0.9587301015853882
납부됩니다.,사항이,0.9561585783958435
납부됩니다.,사용하세요.,0.9543662071228027
납부됩니다.,영수증이,0.9536606073379517
납부됩니다.,없어!,0.9530995488166809
납부됩니다.,이메일로,0.9521654844284058
납부됩니다.,모드를,0.9508881568908691
납부됩니다.,메시지로,0.9490733742713928
납부됩니다.,주십시오.,0.9485424160957336
납부됩니다.,적용되나요?,0.9483873248100281
납부됩니다.,동의하시나요?,0.9461474418640137
납부됩니다.,변경되었습니다.,0.9460441470146179
납부됩니다.,해지가,0.9460370540618896
받으실,신청하실,0.9867830276489258
받으실,이용하나요?,0.9821974635124207
받으실,상담해,0.9819753170013428
받으실,가겠습니다.,0.9814033508300781
받으실,"<DATA_PRICE>원,",0.9809037446975708
받으실,가상,0.9799110293388367
받으실,앱에서,0.979852557182312
받으실,홈페이지에서,0.9797489047050476
받으실,통화료는,0.9791429042816162
받으실,시,0.9772785305976868
받으실,<CALL_PRICE>원입니다.,0.9770203232765198
받으실,혜택을,0.9768577814102173
받으실,필요한가요?,0.9766000509262085
받으실,있을,0.9764630198478699
받으실,서류가,0.9761772155761719
받으실,통해,0.9759227633476257
받으실,정도인가요?,0.9745664596557617
받으실,"<CALL_CHARGE>,",0.9734838008880615
받으실,확인하실,0.9734753370285034
받으실,그리고,0.9731513857841492
방문하시면,대리점을,0.9943493008613586
방문하시면,전화로,0.9773224592208862
방문하시면,신청하나요?,0.9724567532539368
방문하시면,센터의,0.9710277915000916
방문하시면,위치를,0.9678859710693359
방문하시면,앱,0.9600633978843689
방문하시면,제휴,0.9575625658035278
방문하시면,방문해,0.9565190672874451
방문하시면,통해,0.9554021954536438
방문하시면,방문하셔야,0.9552342295646667
방문하시면,센터를,0.9550085067749023
방문하시면,어디로,0.9543708562850952
방문하시면,문제라면,0.9540809988975525
방문하시면,방문할,0.951336681842804
방문하시면,가야,0.9498953223228455
제공됩니다.,하시겠습니까?,0.9925088286399841
제공됩니다.,기본으로,0.9924576282501221
제공됩니다.,납부로,0.9921182990074158
제공됩니다.,문의하시는,0.9899558424949646
제공됩니다.,원합니다.,0.9899446368217468
제공됩니다.,추가하시겠습니까?,0.9885745048522949
제공됩니다.,계좌에서,0.9883808493614197
제공됩니다.,문의합니다.,0.9882557988166809
제공됩니다.,것에서,0.9878771901130676
제공됩니다.,<CARD_NAME>,0.9878664612770081
제공됩니다.,보내고,0.9877156615257263
제공됩니다.,싶으십니까?,0.9866625070571899
제공됩니다.,가고,0.9862300753593445
제공됩니다.,결합상품을,0.9861012697219849
제공됩니다.,한,0.9860552549362183
제공됩니다.,택배로,0.9857160449028015
제공됩니다.,할인에,0.9857038259506226
제공됩니다.,거로!,0.9851656556129456
제공됩니다.,음성통화와,0.9843581318855286
제공됩니다.,문자는,0.9843565821647644
뭔가요?,선물하기,0.9956590533256531
뭔가요?,있는지,0.9952186942100525
뭔가요?,걸,0.9944143295288086
뭔가요?,"서비스,",0.9934362769126892
뭔가요?,등이,0.9901357889175415
뭔가요?,문의하십니까?,0.9840230345726013
뭔가요?,궁금하신가요?,0.9802374839782715
뭔가요?,<SERVICE_NAME>이라는,0.9776957631111145
뭔가요?,등,0.9732648730278015
뭔가요?,무제한으로,0.9704843759536743
뭔가요?,상품이,0.9702563285827637
뭔가요?,혜택이,0.9696653485298157
뭔가요?,여러,0.9685664772987366
뭔가요?,뭐가,0.9677678346633911
뭔가요?,채널이,0.9666596055030823
뭔가요?,"TV,",0.9664804935455322
뭔가요?,제공하는,0.9662731885910034
뭔가요?,구매하는,0.9646106958389282
뭔가요?,문의합니다.,0.964245617389679
TV,속도가,0.9949362277984619
TV,느려요.,0.9909790754318237
TV,액정이,0.990970253944397
TV,하는데,0.9872633218765259
TV,조회하려고요.,0.9844580292701721
TV,해지하려고요.,0.9842792749404907
TV,나서,0.9836860299110413
TV,휴대폰을,0.9798879623413086
TV,하는데요.,0.9786344170570374
TV,핸드폰을,0.9776375889778137
TV,청구서,0.977579653263092
TV,설치하고,0.9768752455711365
TV,상품,0.9767917394638062
TV,얼마예요?,0.975544810295105
TV,TV가,0.9746342301368713
TV,안녕하세요!,0.9743229746818542
TV,신청하려고,0.9736615419387817
TV,확인하고,0.972987711429596
<NAME>이야!,생년월일을,0.988552987575531
<NAME>이야!,전화번호는,0.9811104536056519
<NAME>이야!,최근,0.980421781539917
<NAME>이야!,"고객님,",0.9615530967712402
<NAME>이야!,<PHONE_NUMBER>입니다.,0.9589492678642273
<NAME>이야!,납부하신,0.9566881656646729
<NAME>이야!,"<NAME>이고요,",0.9563523530960083
<NAME>이야!,분실하신,0.9488492012023926
대리점을,신청하나요?,0.9804174900054932
대리점을,전화로,0.9790264964103699
대리점을,위치를,0.9745422005653381
대리점을,센터의,0.9703578352928162
대리점을,앱,0.9688788652420044
대리점을,센터를,0.9659431576728821
대리점을,문제라면,0.9648104906082153
대리점을,수리가,0.9645326733589172
대리점을,통해,0.9645246267318726
대리점을,제휴,0.9616234302520752
대리점을,방문하셔야,0.9608343839645386
대리점을,온라인,0.9583510756492615
대리점을,어디로,0.9580565690994263
대리점을,가야,0.9544492363929749
할인을,없이,0.9921666383743286
할인을,"TV,",0.9919865727424622
할인을,초과되었습니다.,0.9914917945861816
할인을,"클라우드,",0.9904745817184448
할인을,"인터넷,",0.9903935790061951
할인을,저장,0.9903825521469116
할인을,신청하시면,0.9902580976486206
할인을,저장하고,0.989914059638977
할인을,변경은,0.9897846579551697
할인을,최대,0.9895894527435303
할인을,결합할인은,0.989502489566803
할인을,사용을,0.9892702698707581
할인을,고객님께,0.989214301109314
할인을,일반적으로,0.9891424775123596
할인을,함께,0.9889042377471924
할인을,관리하는,0.988821804523468
할인을,소액,0.9883477091789246
할인을,및,0.9883322715759277
할인을,지원됩니다.,0.9877970218658447
할인을,결합하면,0.9877069592475891
받을,터치가,0.9711675643920898
받을,앱,0.968748152256012
받을,났는데,0.9681657552719116
받을,문제라면,0.9667733311653137
받을,깨져서,0.9659456014633179
받을,켜져요.,0.963932991027832
받을,났습니다.,0.9624624848365784
받을,돼서,0.9622505903244019
받을,난,0.9601284265518188
받을,사용이,0.9577401876449585
받을,어려워요.,0.9577068090438843
받을,가야,0.957089900970459
받을,나서요.,0.9568074345588684
받을,충전,0.9565376043319702
받을,충전이,0.9562282562255859
받을,신청할,0.9557955861091614
받을,"TV,",0.9538301825523376
받을,방문하셔야,0.9529816508293152
동의합니다.,동의하시나요?,0.9894475340843201
동의합니다.,완료되면,0.9849739074707031
동의합니다.,적용되나요?,0.9844741821289062
동의합니다.,언제부터,0.9796585440635681
동의합니다.,변경되었습니다.,0.9788294434547424
동의합니다.,고마워.,0.9770938158035278
동의합니다.,"그래,",0.9770314693450928
동의합니다.,발송해,0.9757141470909119
동의합니다.,해지됩니다.,0.9746317267417908
동의합니다.,해지가,0.971055269241333
동의합니다.,보내드렸습니다.,0.9671724438667297
동의합니다.,보내줘.,0.9668808579444885
동의합니다.,납부될,0.9651212096214294
동의합니다.,됐어.,0.9650551080703735
동의합니다.,완료됩니다.,0.9633705019950867
동의합니다.,모드를,0.9623267650604248
선택약정,사용하고,0.9927166104316711
선택약정,내가,0.989924430847168
선택약정,이,0.9897641539573669
선택약정,하려고,0.9897188544273376
선택약정,태블릿이,0.9890016913414001
선택약정,분실했는데,0.9889827370643616
선택약정,진짜,0.9888845086097717
선택약정,개통하고,0.9888353943824768
선택약정,할인은,0.9881284832954407
선택약정,새로,0.9879459738731384
선택약정,포인트를,0.9877443313598633
선택약정,하는,0.9872602224349976
선택약정,연결이,0.9872258305549622
선택약정,적립하고,0.9869917631149292
선택약정,노트북이,0.9868184924125671
선택약정,"야,",0.9863436818122864
선택약정,정지를,0.9862006902694702
선택약정,관련해서,0.984906792640686
선택약정,결합상품,0.9846038818359375
선택약정,신규,0.9844717979431152
이거,포인트를,0.9886980652809143
이거,새로,0.9853748679161072
이거,난,0.9847449660301208
이거,새,0.980129599571228
이거,노트북이,0.9799535274505615
이거,멤버십,0.9797878265380859
이거,상품,0.979231059551239
이거,개통하고,0.978891134262085
이거,문의하려고,0.9779581427574158
이거,로밍에,0.9778762459754944
이거,선택약정,0.9775823354721069
이거,종류가,0.9772612452507019
이거,났습니다.,0.9772406816482544
이거,났는데,0.9765400290489197
이거,결합할인에,0.9760083556175232
이거,연결이,0.9758385419845581
이거,뭐가,0.9726399779319763
이거,물어볼,0.9712250232696533
이거,설치하고,0.9708825945854187
이거,관련해서,0.9702776670455933
그걸로,변경하면,0.974587082862854
그걸로,소량,0.9685982465744019
그걸로,나오는,0.9683481454849243
그걸로,적용되나요?,0.9676227569580078
그걸로,제공되는,0.9625229835510254
그걸로,월,0.9621822237968445
그걸로,<NEW_PLAN>으로,0.9616150259971619
그걸로,어떠세요?,0.9606338739395142
그걸로,해당,0.9594477415084839
그걸로,언제부터,0.9583367705345154
그걸로,변경에,0.9581875205039978
그걸로,비교하면,0.9560286998748779
그걸로,동의하시나요?,0.9548088312149048
그걸로,그,0.9544950127601624
그걸로,절약,0.9541171789169312
그걸로,나올,0.9531329870223999
그걸로,<NEW_CHARGE>입니다.,0.9526561498641968
그걸로,않습니다.,0.9522330164909363
<MODEL>입니다.,정보,0.9769166707992554
<MODEL>입니다.,받으시려면,0.9710893034934998
<MODEL>입니다.,<PHONE_NUMBER>입니다.,0.9672691822052002
<MODEL>입니다.,집,0.9639215469360352
<MODEL>입니다.,<ADDRESS>요.,0.9528395533561707
<MODEL>입니다.,직영점이나,0.9523691534996033
<MODEL>입니다.,모델은,0.9504737854003906
<MODEL>입니다.,기기,0.9490671753883362
<MODEL>입니다.,장애,0.9487959146499634
<MODEL>입니다.,주소,0.9470350742340088
<MODEL>입니다.,센터,0.9437689781188965
<MODEL>입니다.,전화번호는,0.9403508305549622
<MODEL>입니다.,AS를,0.9398093819618225
<MODEL>입니다.,깨졌어요.,0.9390407204627991
<MODEL>입니다.,"<MODEL_NAME>이고,",0.9388379454612732
방문할,빠르게,0.9949849247932434
방문할,있도록,0.9939665794372559
방문할,최대한,0.9907987117767334
방문할,와주세요.,0.9876734614372253
방문할,잡아드릴,0.9872079491615295
방문할,일정,0.9854990243911743
방문할,통해,0.9848606586456299
방문할,하겠습니다.,0.9848021268844604
방문할,그리고,0.9847713112831116
방문할,평일,0.9847652912139893
방문할,시간은,0.9840380549430847
방문할,오나요?,0.9836081862449646
방문할,온라인,0.9825197458267212
방문할,방문하실,0.9821584224700928
방문할,일정을,0.9814611673355103
방문할,예정일은,0.9808104634284973
방문할,오전,0.9804618954658508
방문할,방문하나요?,0.9801548719406128
방문할,주셔서,0.9798744916915894
전화,신청하나요?,0.9827524423599243
전화,앱,0.9792723655700684
전화,고객센터를,0.9773275852203369
전화,가입하나요?,0.9757390022277832
전화,신청하시면,0.9756299257278442
전화,<DATA>GB를,0.9750470519065857
전화,할인을,0.9750075340270996
전화,충전,0.9737281799316406
전화,온라인,0.97296142578125
전화,9시부터,0.9722382426261902
전화,<PRICE>원에,0.971216082572937
전화,하는데?,0.970587432384491
전화,통해,0.9700770974159241
전화,문제라면,0.9700556993484497
전화,화면,0.9700415134429932
전화,내야,0.9696470499038696
전화,제공합니다.,0.9695959091186523
전화,터치가,0.968843400478363
전화,방문하시거나,0.9682705402374268
하는데요.,전화했어요.,0.992843508720398
하는데요.,해지하려고요.,0.9920625686645508
하는데요.,하는데,0.9860779047012329
하는데요.,조회하려고,0.984075665473938
하는데요.,액정이,0.9809427261352539
하는데요.,조회,0.9791213870048523
하는데요.,조회하려고요.,0.9787253141403198
하는데요.,휴대폰을,0.9762388467788696
하는데요.,속도가,0.9759463667869568
하는데요.,느려요.,0.97469562292099
하는데요.,가입하려고,0.9722228646278381
하는데요.,핸드폰을,0.9715577960014343
하는데요.,청구서,0.967709481716156
하는데요.,조회하고,0.9651379585266113
하는데요.,변경하려고요.,0.9614360332489014
계좌번호와,은행명을,0.9911513328552246
계좌번호와,변경에,0.964493453502655
계좌번호와,은행명과,0.9624814987182617
계좌번호와,계좌번호를,0.9597336053848267
계좌번호와,계좌의,0.9577727913856506
계좌번호와,신용카드로,0.9543500542640686
계좌번호와,"<BANK_NAME>,",0.9525396823883057
계좌번호와,<CARD_NUMBER>입니다.,0.951958179473877
계좌번호와,<NEW_PLAN_NAME>으로,0.9484504461288452
계좌번호와,납부로,0.9475883841514587
계좌번호와,카드입니다.,0.9465168714523315
계좌번호와,이체입니다.,0.9454007744789124
계좌번호와,<CARD_NAME>,0.9449731707572937
계좌번호와,은행,0.944530725479126
계좌번호와,은행명,0.9436659216880798
계좌번호와,"신한은행,",0.9430944919586182
계좌번호와,카드번호와,0.9402180314064026
계좌번호와,해당,0.9390027523040771
수리가,신청하나요?,0.9723117351531982
수리가,센터를,0.9668596982955933
수리가,문제라면,0.9654443264007568
수리가,결합할,0.9648319482803345
수리가,수리,0.9606972932815552
수리가,로밍,0.9599969387054443
수리가,온라인,0.9591420888900757
수리가,앱,0.9586138725280762
수리가,혜택이,0.9584234356880188
수리가,가상,0.9572882056236267
수리가,통해,0.9572694301605225
수리가,화면,0.9572688341140747
수리가,가입하나요?,0.956830620765686
수리가,방문하시거나,0.9536595344543457
수리가,충전,0.9535157084465027
수리가,위치를,0.9523787498474121
수리가,위치해,0.952223539352417
수리가,시,0.9517825245857239
성함이,<NAME>이야.,0.9784595966339111
성함이,분실하신,0.977872371673584
성함이,신청하려는데,0.976838231086731
성함이,납부하신,0.9751427173614502
성함이,얼마예요?,0.9749601483345032
성함이,주소,0.9742304086685181
성함이,"<NAME>이고요,",0.9734450578689575
성함이,제품,0.9714406728744507
성함이,되십니까?,0.9706598520278931
성함이,<NAME>,0.9698665738105774
성함이,줘!,0.9690757393836975
성함이,도와줘!,0.9686210751533508
성함이,가입자,0.9683768153190613
성함이,최근,0.967894434928894
성함이,속도,0.9677780866622925
성함이,봐줘!,0.9677651524543762
최근,납부하신,0.983156681060791
최근,생년월일을,0.9827795624732971
최근,얼마예요?,0.977973461151123
최근,<NAME>이야.,0.9759202003479004
최근,전화번호는,0.9648197293281555
최근,<NAME>,0.9645506739616394
최근,분실하신,0.9637834429740906
최근,"<NAME>이고요,",0.9610755443572998
최근,느려요.,0.9588366150856018
최근,조회하려고요.,0.958150327205658
최근,신고,0.9571229219436646
최근,알려드릴까요?,0.9567179679870605
전화했어요.,조회하려고,0.9934713244438171
전화했어요.,해지하려고요.,0.9895505905151367
전화했어요.,조회하고,0.9828363656997681
전화했어요.,조회,0.9820024371147156
전화했어요.,가입하려고,0.9797146916389465
전화했어요.,휴대폰을,0.9781507253646851
전화했어요.,하는데,0.977739155292511
전화했어요.,핸드폰을,0.9752368330955505
전화했어요.,청구서,0.9687161445617676
전화했어요.,조회하려고요.,0.9683666825294495
전화했어요.,속도가,0.9682543873786926
전화했어요.,TV,0.9669581651687622
전화했어요.,액정이,0.9632232785224915
전화했어요.,느려요.,0.960561990737915
전화했어요.,변경하려고요.,0.9605250954627991
멤버십,포인트를,0.9898172616958618
멤버십,종류가,0.9843368530273438
멤버십,노트북이,0.9815312623977661
멤버십,문의하려고,0.9813646078109741
멤버십,해외,0.9796748161315918
멤버십,로밍에,0.9788349866867065
멤버십,부가서비스가,0.9779773354530334
멤버십,선택약정,0.9776695370674133
멤버십,물어볼,0.9773477911949158
멤버십,개통하고,0.9769383668899536
멤버십,결합상품,0.9758727550506592
멤버십,새,0.9749110341072083
멤버십,납부에,0.9745622277259827
멤버십,연결이,0.9742132425308228
멤버십,새로,0.9715414643287659
멤버십,상품,0.9709469676017761
멤버십,부가서비스를,0.9702388048171997
멤버십,결합할인에,0.9701148271560669
뭐가,궁금하신가요?,0.9883416891098022
뭐가,종류가,0.9869655966758728
뭐가,결합할인에,0.9864846467971802
뭐가,로밍에,0.9844480752944946
뭐가,문의하십니까?,0.9835886359214783
뭐가,해외,0.981688916683197
뭐가,문의하려고,0.9808881282806396
뭐가,부가서비스를,0.9784440994262695
뭐가,서비스인지,0.9770758748054504
뭐가,부가서비스가,0.9769888520240784
뭐가,문의합니다.,0.9757869243621826
뭐가,개통하고,0.9732640981674194
뭐가,상품에,0.9731118083000183
뭐가,추가하고,0.9712537527084351
뭐가,내용이,0.9705607891082764
뭐가,걸,0.9703776240348816
뭐가,결합상품을,0.9702073335647583
혜택이,결합할,0.9936317801475525
혜택이,상품이,0.9829084873199463
혜택이,"인터넷,",0.9826879501342773
혜택이,걸,0.9812920093536377
혜택이,"TV,",0.9796556234359741
혜택이,<SERVICE_NAME>이라는,0.9795176386833191
혜택이,혜택을,0.9787842035293579
혜택이,어느,0.9786491990089417
혜택이,줄일,0.9760955572128296
혜택이,속도별,0.9750249981880188
혜택이,선물하기,0.974989116191864
혜택이,있는지,0.9741638898849487
혜택이,할인을,0.9739606380462646
혜택이,구매하는,0.9736118316650391
혜택이,고객님께,0.9726855754852295
혜택이,가상,0.9718721508979797
혜택이,제공하는,0.9715424180030823
혜택이,저장,0.9714197516441345
혜택이,채널이,0.9706798791885376
이메일로,보내드립니다.,0.99442458152771
이메일로,없어!,0.9925866723060608
이메일로,영수증이,0.9912137389183044
이메일로,겁니다.,0.9910680651664734
이메일로,사용하세요.,0.9888883829116821
이메일로,연락드릴,0.9879205822944641
이메일로,없어.,0.9848672151565552
이메일로,"그래,",0.9836819767951965
이메일로,주십시오.,0.983405590057373
이메일로,없네요.,0.9832839369773865
이메일로,해지가,0.9829853773117065
이메일로,가입이,0.9819567203521729
이메일로,직원이,0.9817739129066467
이메일로,사항이,0.9794753193855286
이메일로,별도로,0.978404700756073
이메일로,"알겠습니다,",0.9770236015319824
이메일로,서류를,0.9767318367958069
이메일로,"아니요,",0.9755160808563232
이메일로,모드를,0.9742485284805298
계좌번호를,은행명과,0.9945162534713745
계좌번호를,계좌의,0.9818655848503113
계좌번호를,"신한은행,",0.9787406325340271
계좌번호를,카드번호는,0.9749051332473755
계좌번호를,해줘.,0.9738079309463501
계좌번호를,상품으로,0.9721376895904541
계좌번호를,<CARD_NUMBER>입니다.,0.9704669713973999
계좌번호를,"<NAME>이야,",0.9688153862953186
계좌번호를,카드번호를,0.9676591157913208
계좌번호를,모델로,0.9667792320251465
계좌번호를,위해,0.9661151766777039
계좌번호를,<MOBILE_NUMBER>!,0.9652935862541199
계좌번호를,확인을,0.9650565385818481
계좌번호를,가입자,0.9648377299308777
계좌번호를,<NAME>이에요.,0.9647307991981506
계좌번호를,은행명을,0.9642031788825989
계좌번호를,말씀하세요.,0.9640909433364868
계좌번호를,줘!,0.9632728695869446
계좌번호를,"<NAME>,",0.9632129669189453
등이,있는지,0.9873189926147461
등이,선물하기,0.9863393306732178
등이,걸,0.9860554337501526
등이,"서비스,",0.9795714020729065
등이,혜택이,0.9667441248893738
등이,문의하십니까?,0.9657841324806213
등이,등,0.958406388759613
등이,<SERVICE_NAME>이라는,0.9578781127929688
등이,궁금하신가요?,0.9573124051094055
등이,상품이,0.9569690823554993
등이,여러,0.9547190070152283
등이,무제한으로,0.953567624092102
등이,결합할,0.9513292908668518
등이,구매하는,0.9490664601325989
등이,줄일,0.9469244480133057
생년월일을,전화번호는,0.9625350832939148
생년월일을,납부하신,0.9512351155281067
생년월일을,"고객님,",0.9433519244194031
처리를,곳으로,0.9825950860977173
처리를,가입을,0.9822946190834045
처리를,개통,0.9798362255096436
처리를,알려주시겠어요?,0.9794156551361084
처리를,될까요?,0.9769765734672546
처리를,여쭤봐도,0.9766141176223755
처리를,접수를,0.974488377571106
처리를,회사로,0.9743409156799316
처리를,이사를,0.9741665720939636
처리를,분실신고를,0.9729413390159607
처리를,바꾸려고요.,0.9704201817512512
처리를,생년월일,0.9700892567634583
처리를,통신사로,0.9679497480392456
처리를,봐줬으면,0.967532217502594
처리를,장애,0.966946005821228
처리를,사유는,0.9660793542861938
처리를,해지를,0.9647902846336365
처리를,<CARD_NUMBER>입니다.,0.9633894562721252
처리를,그냥,0.9625941514968872
처리를,신고가,0.9622550010681152
관련,받으실,0.9653645753860474
관련,서류가,0.964863657951355
관련,필요한가요?,0.9627131223678589
관련,혜택이,0.9604493975639343
관련,<SERVICE_NAME>이라는,0.95908522605896
관련,"제공되며,",0.9587382078170776
관련,가상,0.9586959481239319
관련,"클라우드,",0.9586018323898315
관련,걸,0.9578758478164673
관련,혜택을,0.9577696919441223
관련,않습니다.,0.9577542543411255
관련,여러,0.9575586318969727
관련,"서비스,",0.9559454321861267
관련,가겠습니다.,0.9553126096725464
관련,나올,0.9542607665061951
관련,이용하실,0.9537413120269775
관련,"<DATA_PRICE>원,",0.9532749652862549
관련,정도인가요?,0.9525770545005798
관련,이용하나요?,0.9524236917495728
관련,확인하실,0.9521975517272949
얼마인가요?,비교하면,0.9895704388618469
얼마인가요?,어때요?,0.9761219620704651
얼마인가요?,<NEW_CHARGE>입니다.,0.9754444360733032
얼마인가요?,무제한에,0.9708843231201172
얼마인가요?,지난달과,0.96744304895401
얼마인가요?,뭐야?,0.965538740158081
얼마인가요?,이게,0.964403510093689
얼마인가요?,내역은,0.9641227126121521
얼마인가요?,첫,0.9632300138473511
얼마인가요?,데이터는,0.9629378914833069
얼마인가요?,소량,0.9617533087730408
얼마인가요?,가격을,0.9615085124969482
얼마인가요?,변경이,0.9611552953720093
얼마인가요?,구매해,0.9607035517692566
얼마인가요?,그,0.9582803249359131
얼마인가요?,얼마죠?,0.957999587059021
얼마인가요?,어떠세요?,0.9571970701217651
얼마인가요?,제공되는,0.9571109414100647
얼마인가요?,줘.,0.9570872783660889
얼마인가요?,지난달보다,0.9555982947349548
앱,신청하나요?,0.9842636585235596
앱,문제라면,0.9831222891807556
앱,어디로,0.9756847023963928
앱,방문하셔야,0.9743150472640991
앱,가야,0.9742555022239685
앱,터치가,0.9740769267082214
앱,제휴,0.9737482070922852
앱,충전,0.9735450148582458
앱,가입하나요?,0.9701495170593262
앱,사용이,0.9694460034370422
앱,어려워요.,0.969391405582428
앱,센터를,0.969140887260437
앱,전화로,0.9685508012771606
앱,<DATA>GB를,0.9683927893638611
앱,켜져요.,0.9673871994018555
앱,돼서,0.9672513008117676
변경하시면,좋을까요?,0.9823822975158691
변경하시면,쓰는,0.9802536964416504
변경하시면,<PLAN_NAME>,0.9788612127304077
변경하시면,5G,0.9777531027793884
변경하시면,사용량은,0.9767460227012634
변경하시면,무제한으로,0.9743603467941284
변경하시면,사용량에,0.9735296964645386
변경하시면,사용할,0.9726908206939697
변경하시면,변경하는,0.968017041683197
변경하시면,비싼,0.9680125117301941
변경하시면,줄이거나,0.9674690365791321
변경하시면,것을,0.9656212329864502
변경하시면,사용하시면,0.9647534489631653
변경하시면,요금제로요.,0.963560938835144
변경하시면,거군요.,0.9621616005897522
변경하시면,사용해요.,0.9616918563842773
변경하시면,발생하지,0.9610109925270081
변경하시면,무제한인,0.9605879783630371
충전이,깨졌어요.,0.9400466084480286
충전이,켜져요.,0.9395896196365356
충전이,터치가,0.9395409226417542
충전이,나서요.,0.9394601583480835
충전이,신청하려고,0.9382781386375427
충전이,직영점이나,0.9350799322128296
충전이,났는데,0.9336661100387573
충전이,기기,0.9329648017883301
충전이,신청하려고요.,0.9329051375389099
충전이,났습니다.,0.9325671792030334
충전이,신청하고,0.9290467500686646
충전이,돼서,0.9274419546127319
충전이,문제라면,0.9262600541114807
충전이,방문하셔야,0.9256345629692078
언제부터,적용되나요?,0.9950339794158936
언제부터,동의하시나요?,0.9920957684516907
언제부터,완료되면,0.9856139421463013
언제부터,해지됩니다.,0.9849145412445068
언제부터,변경되었습니다.,0.9832168817520142
언제부터,완료됩니다.,0.983127772808075
언제부터,변경해주세요.,0.982720673084259
언제부터,해당,0.979560375213623
언제부터,해지해,0.9790028929710388
언제부터,발송해,0.9785264134407043
언제부터,됐어.,0.9784107208251953
언제부터,변경이,0.9774467349052429
언제부터,끊을게요.,0.9774273633956909
언제부터,필요하신,0.976344883441925
언제부터,문의는,0.9754568934440613
언제부터,오늘부터,0.9748349785804749
언제부터,상담해,0.9743619561195374
언제부터,만족하셨으면,0.9743237495422363
안녕하세요?,LGU+입니다.,0.9942635297775269
안녕하세요?,사용하고,0.9890126585960388
안녕하세요?,정지를,0.9890064597129822
안녕하세요?,납부에,0.9872573018074036
안녕하세요?,추가하고,0.9854478240013123
안녕하세요?,하려고,0.9849759340286255
안녕하세요?,내가,0.9847481846809387
안녕하세요?,씨발.,0.9836305975914001
안녕하세요?,개통하고,0.9832583069801331
안녕하세요?,결합상품을,0.9829686880111694
안녕하세요?,선택약정,0.9824652075767517
안녕하세요?,기종으로,0.9819812774658203
안녕하세요?,결합상품,0.9819526672363281
안녕하세요?,할인은,0.980975866317749
안녕하세요?,내용이,0.9799494743347168
안녕하세요?,해외,0.9796838760375977
안녕하세요?,문의합니다.,0.9796114563941956
안녕하세요?,보안,0.9787511229515076
안녕하세요?,문의하시는,0.9786984324455261
안녕하세요?,느립니다.,0.9784370064735413
은행명과,계좌의,0.9926167130470276
은행명과,카드입니다.,0.9729048609733582
은행명과,해줘.,0.9706957936286926
은행명과,확인해야,0.9700102210044861
은행명과,상품으로,0.9698614478111267
은행명과,"신한은행,",0.9695331454277039
은행명과,단계,0.9694625735282898
은행명과,바꿀,0.9694328308105469
은행명과,원하시면,0.968963623046875
은행명과,LTE,0.9673700928688049
은행명과,납부로,0.9671971201896667
은행명과,"<NAME>이야,",0.9668201208114624
은행명과,바꿔!,0.9665502905845642
은행명과,카드번호는,0.9665114283561707
은행명과,카드번호를,0.9664534330368042
은행명과,확인을,0.9660404324531555
은행명과,모델로,0.9656710028648376
은행명과,이체입니다.,0.9656290411949158
제공합니다.,<PRICE>원에,0.9937068223953247
제공합니다.,<DATA>GB를,0.9935634136199951
제공합니다.,납부하면,0.9908178448677063
제공합니다.,알,0.9904499053955078
제공합니다.,가입하나요?,0.9901771545410156
제공합니다.,로밍,0.9898598790168762
제공합니다.,옵션을,0.9898425340652466
제공합니다.,온라인,0.9894852638244629
제공합니다.,용량은,0.9894568920135498
제공합니다.,방문하셔도,0.9894290566444397
제공합니다.,공간을,0.9893635511398315
제공합니다.,고객센터를,0.9889915585517883
제공합니다.,<DISCOUNT_CHARGE>원입니다.,0.9889736175537109
제공합니다.,매장,0.9889366030693054
제공합니다.,조치를,0.9883843064308167
제공합니다.,내야,0.9883122444152832
제공합니다.,매장에,0.9882398843765259
제공합니다.,<STORAGE_AMOUNT>의,0.9875261783599854
제공합니다.,약정으로,0.987403392791748
제공합니다.,가격이,0.9871857762336731
부가서비스를,상품에,0.9937261939048767
부가서비스를,문의하려고,0.9893338084220886
부가서비스를,새,0.9880276322364807
부가서비스를,물어볼,0.9875922799110413
부가서비스를,결합할인에,0.9832248687744141
부가서비스를,로밍에,0.9826357960700989
부가서비스를,문의합니다.,0.9823905229568481
부가서비스를,게,0.9823294281959534
부가서비스를,개통하고,0.9823140501976013
부가서비스를,해외,0.9821591973304749
부가서비스를,종류가,0.9817585349082947
부가서비스를,서비스인지,0.9756537675857544
부가서비스를,궁금하신가요?,0.9752346277236938
