doc_id,topic,keywords
710,4,요금 상세 데이터 이번 생각
711,2,할인 상품 결합 정보 인터넷 얼마나 휴대폰
712,2,해지 휴대폰
713,0,신청 고장 사용 충전
714,4,서비스 해지 클라우드
715,0,휴대폰 고장 직영 충전
716,2,위약금 해지 직영 가야 얼마나
717,0,수리 신청 화면 진행 고장 방문 핸드폰 내일
718,4,요금 조회
719,3,휴대폰 분실
720,4,부가 서비스 문의 신청 가격 데이터 보충
721,2,환불 해지 언제
722,4,부가 서비스 데이터 보충
723,4,서비스 가입 가격 클라우드 용량 얼마나
724,4,부가 서비스 신청 가격 관련 데이터 종류 뭔가 보충 방법
725,4,부가 서비스 해지 스트리밍 음악
726,0,신청 고장 핸드폰
727,1,가입 채널 상품 얼마
728,4,서비스 패키지 신청 인기 요금 채널 얼마
729,4,요금 할인 자동 납부 얼마나 결합 제일
730,2,인터넷 연결
731,2,할인 상품 결합 가입 인터넷 문의 얼마나 핸드폰 절차
732,2,해지 처리
733,0,신청 휴대폰 직영 충전
734,4,부가 서비스 가입 스트리밍 음악
735,0,수리 고장 모델 택배
736,0,비용 확인 얼마
737,1,사용 요금제
738,4,부가 서비스 해지 방법 도대체 정말
739,2,인터넷 문의 설치
740,2,해지 서비스 변경 회사 다른 인터넷
741,0,신청 화면 처리 어디가 핸드폰 씨발 며칠 죽겠네
742,3,납부 변경 요금 카드 계좌 번호 방법
743,4,부가 서비스 신청 가격 관련 데이터 종류 뭔가 보충 방법
744,3,상품 결합 이용 가입 인터넷 문의 휴대폰 중이
745,1,인터넷 가입 상품 가장
746,1,요금 변경 사용 추천 얼마 지금 요금제
747,1,데이터 요금제
748,1,설명 상담 확인 변경 요금 다른 이번 데이터 요금제
749,4,청구 얼마
750,0,신청 화면 고장 핸드폰 언제
751,1,변경 통화 데이터 사용 음성 내용 추천 요금제
752,0,비용 얼마
753,2,아이폰 휴대폰 구매 사고 최신
754,1,요금 무제한 변경 데이터 제로 요금제
755,4,요금 납부 카드 조회 번호 유효 기간
756,1,가입 요금 데이터 제로 무제한 요금제
757,1,요금제
758,2,주소 채널 어제 오늘 오후
759,3,해지 변경 요금 동의 데이터 남아 여러
760,2,해지 다른 휴대폰
761,0,신청 화면 처리 휴대폰 고장 방문
762,3,전화번호 핸드폰 고장 어디 전원 서류 가야
763,4,부가 서비스 해지 반영 데이터 저장 언제
764,4,부가 서비스 문의 해지 다른 스트리밍 음악
765,1,설명 변경 어서 요금제
766,4,부가 서비스 문의 사용 보안
767,4,조회 요금
768,0,고장 방문 언제 터치 태블릿
769,4,요금 할인 자동 납부 얼마나 결합 가장
770,1,요금 변경 조회 사용 전화번호 요금제 지금 중인
771,3,인터넷 장애 / 고장
772,0,화면 고장 방문 언제 노트북
773,1,변경 가장 요금제
774,0,신청 고장 방문 핸드폰 시간
775,4,부가 서비스 해지 클라우드
776,1,변경 데이터 요금제
777,1,무제한 변경 데이터 요금제
778,4,납부 이체 적용 자동 계좌 언제
779,3,납부 이체 자동 요금 방법
780,1,요금 변경 데이터 사용 추가 걱정 지금 요금제
781,4,요금 조회 확인
782,3,인터넷 장애 / 고장
783,0,신청 휴대폰
784,4,요금
785,1,변경 데이터 사용 내용 추천 요금제
786,3,납부 변경 요금 카드 계좌 방법 신한은행
787,2,휴대폰 갤럭시 사고 최신 가격 사려
788,4,부가 서비스 해지 옵션 데이터
789,3,핸드폰 분실 신고 가입
790,3,요금 납부 자동 변경 조회 이체 신한은행
791,3,인터넷 장애 / 고장
792,1,변경 사용 추천 동의 보통 정도 요금제
793,1,요금 변경 처리 젠장 씨바 얘기 요금제
794,0,정지 제출 해외 신청 장기
795,4,요금 확인 데이터 비교 얼마나 런가 용량 지난달
796,3,납부 변경 이체 자동 요금 방법
797,1,가입 설명 상품 주소 인터넷 개월
798,2,해지 회사 인터넷 다른
799,0,신청 고장 핸드폰 언제
800,1,무제한 변경 데이터 요금제
801,0,접수 신청 고장 핸드폰 언제
802,4,부가 서비스 해지 스트리밍 음악
803,3,납부 변경 요금 카드 방법
804,2,인터넷 신청 연결
805,1,개통 신규 휴대폰
806,3,납부 이체 자동 요금 방법
807,1,요금 무제한 변경 지금 제로 요금제
808,3,납부 변경 요금 계좌 방법 신한은행
809,4,요금 확인
810,4,부가 서비스 가입 클라우드
811,1,변경 데이터 동의 비용 얼마나 요금제
812,4,요금 변경 조회 데이터 얼마나 생각 요금제
813,2,인터넷 그때
814,1,변경 요금제
815,2,해지 이상 휴대폰 사용
816,1,사용 요금제
817,2,해지 서비스 변경 회사 다른
818,3,납부 변경 이체 적용 요금 계좌 방법 신한은행 언제
819,4,해지 요금
820,4,요금 할인 상세 역도 이번 얼마 얼마나
821,2,해지 통신사 변경 다른 휴대폰 요금제
822,1,변경 요금제 지금
823,2,인터넷 오늘
824,0,수리 신청 휴대폰 고장 모델 택배
825,4,요금 조회 청구 지난
826,4,서비스 가입 클라우드 동의 용량 얼마나
827,4,납부 확인 요금
828,0,접수 신청 고장 핸드폰 언제
829,4,요금 변경 데이터 사용 추가 걱정 위로 지금 단계 요금제
830,4,요금 할인 상세 역도 이번 얼마 얼마나
831,2,인터넷 설치
832,4,요금 무제한 데이터 이번 뭔가
833,1,인터넷 가입 상품 가장
834,4,부가 서비스 문의 가입 데이터 보충
835,1,혜택 상품 결합 가입
836,4,부가 서비스 가입 스트리밍 음악
837,4,부가 서비스 문의 가입 스트리밍 음악
838,4,요금 할인 이번 얼마 얼마나
839,2,해지 통신사 변경 다른
840,4,신청 확인 얼른 젠장 제대로 진짜
841,0,수리 고장 모델 택배
842,1,요금 무제한 다른 속도 데이터 추가 회사 추천 얼마 요금제
843,4,서비스 가입 클라우드 동의 용량 얼마나
844,0,고장 방문 충전 언제 스마트워치
845,1,요금 변경 데이터 제로 요금제
846,4,부가 서비스 문의 스트리밍 음악
847,3,전화번호 핸드폰 고장 어디 전원 서류 가야
848,1,가입 요금 데이터 제로 무제한 요금제
849,3,휴대폰 분실
850,2,인터넷 주소 속도 오늘 아침 오후
851,4,요금 얼마 진짜
852,1,인터넷 가입 상품 가장
853,2,해지 통신사 변경 다른
854,2,해지 통신사 변경 다른 휴대폰
855,4,요금 고지서 자동 이체
856,1,변경 데이터 동의 비용 얼마나 요금제
857,0,멤버십 적립 포인트 확인
858,1,핸드폰 문의 다른 씨발 사항
859,1,가입 상품
860,1,해지 다른 빌어먹을 계속 진짜
861,2,인터넷
862,4,서비스 가입 가격 클라우드 용량 얼마나
863,1,변경 데이터 요금제
864,1,요금 무제한 변경 데이터 요금제
865,1,사용 요금제
866,1,변경 설명 처리 얼마나 요금제
867,0,해지 통신사 다른 직영 절차 얼마 가야
868,4,요금 조회 문자
869,1,무제한 변경 데이터 요금제
870,2,해지 다른 처리
871,4,부가 서비스 문의 스트리밍 사용 음악
872,1,변경 데이터 사용 추천 동의 보통 정도 요금제
873,4,요금
874,4,요금 납부 조회 청구
875,0,인터넷 방문
876,1,변경 데이터 사용 요금제
877,1,다른 데이터 비교 보고 요금제
878,1,요금 변경 사용 추천 얼마 지금 요금제
879,0,신청 고장 방문 핸드폰 시간
880,4,요금 조회
881,1,데이터 요금제
882,2,인터넷 속도
883,2,할인 결합 인터넷 신청 얼마 핸드폰 주소
884,3,납부 변경 요금 카드 계좌 방법 신한은행
885,0,신청 고장 방문 핸드폰 시간
886,3,통화 품질
887,4,요금 상세 이번 얼마
888,4,요금 조회 얼마 지난
889,1,번호 대리점 위치 온라인 서류 다른 근처 사람 명의 무엇
890,4,요금
891,0,신청 고장 핸드폰 언제
892,3,요금 납부 이체 카드 변경 계좌 방법 지금
893,4,와이파이
894,4,요금 할인 납부 미납 내야 얼마
895,1,스트리밍 무료 추천 요금제
896,2,인터넷 속도
897,3,기기 휴대폰 변경 서류
898,4,부가 서비스 해지
899,1,변경 요금제
900,3,납부 요금 카드 계좌 방법
901,2,할인 상품 결합 가입 인터넷 문의 얼마나 핸드폰 절차
902,1,요금제
903,1,변경 가장 요금제
904,4,부가 서비스 해지 데이터 보충
905,2,해지 통신사 계약 다른
906,1,변경 통화 데이터 사용 음성 내용 추천 요금제
907,0,신청 화면 휴대폰 고장
908,1,변경 데이터 확인 요금제
909,1,요금 변경 사용 추천 얼마 지금 요금제
910,0,신청 방문 핸드폰 언제
911,4,부가 서비스 문의 이용 데이터 저장
912,3,통화 품질
913,1,변경 데이터 확인 요금제
914,0,신청 화면 휴대폰 고장
915,0,인터넷 방문
916,4,해지 요금
917,0,신청 휴대폰 고장 문제 언제 배터리
918,3,기기 휴대폰 변경 서류
919,0,신청 고장 사용 충전
920,1,요금 변경 데이터 제로 요금제
921,1,무제한 변경 데이터 요금제
922,1,변경 데이터 요금제
923,3,전화번호 핸드폰 고장 어디 전원 서류 가야
924,1,확인 도대체 처리 얼마나 진짜 청아 요금제
925,3,납부 이체 적용 요금 카드 계좌 방법 신한은행 언제
926,4,부가 서비스 문의 추가 다른 클라우드
927,2,휴대폰 해지
928,2,인터넷
929,3,납부 변경 이체 요금 계좌 방법
930,1,변경 데이터 요금제
931,3,휴대폰 번호 분실
932,4,부가 서비스 신청 데이터 보충
933,3,상품 결합 이용 가입 인터넷 문의 휴대폰 중이
934,3,핸드폰 신고
935,3,납부 변경 이체 자동 요금 방법
936,2,주소 어제 오늘 오후
937,4,요금 이번 얼마
938,1,요금 변경 데이터 제로 요금제
939,3,해지 변경 요금 동의 데이터 남아 여러
940,1,변경 데이터 요금제
941,1,사용 요금제
942,0,처리 휴대폰 고장 직영 가기
943,1,비교 보고 요금제
944,4,요금 조회
945,1,데이터 얼마 요금제
946,4,청구 조치 요금 문제
947,1,변경 데이터 사용 내용 추천 요금제
948,4,요금 데이터 이번
949,4,변경 명의 대리점 가면 젠장 가지
950,4,무제한 할인 변경 혜택 적용 데이터 약정 씨발 뭔가 지금 언제 요금제
951,2,해지 위약금 서비스 상품 다른 인터넷 젠장 마음 얼마
952,1,사용 요금제
953,1,사용 내용 추천 요금제
954,3,휴대폰 분실
955,1,다른 설명 비교 문의 요금제
956,1,변경 데이터 기본 지금 요금제
957,1,변경 통화 데이터 사용 음성 내용 추천 요금제
958,3,청구 금액 어쩌
959,0,신청 화면 고장 터치
960,1,변경 현재 요금제
961,3,핸드폰 분실 신고 가입 지하철
962,0,신청 핸드폰
963,1,가입 요금 데이터 제로 무제한 요금제
964,0,비용 얼마
965,1,청구 이메일
966,1,변경 가격 데이터 사용 요금제
967,4,부가 서비스 문의 옵션 데이터
968,1,변경 가격 데이터 사용 요금제
969,4,부가 서비스 문의 구매 데이터 보충
970,0,휴대폰 고장
971,1,혜택 다른 사용 추천 요금제
972,0,해지 통신사 다른 직영 절차 얼마 가야
973,1,변경 요금제
974,1,사용 요금제
975,3,납부 이체 자동 요금 방법
976,1,변경 데이터 확인 요금제
977,2,해지 회사 인터넷 다른
978,3,휴대폰 분실 신고
979,3,납부 변경 요금 카드 방법
980,3,전화번호 핸드폰 고장 어디 전원 서류 가야
981,1,내용 추천 보통 요금제
982,0,수리 신청 휴대폰 고장 모델 택배
983,1,요금제
984,4,조회 요금 이번
985,3,해지 변경 요금 동의 데이터 남아 여러
986,4,부가 서비스 해지 스트리밍 음악 동의
987,2,해지 이상 휴대폰 사용
988,0,신청 화면 처리 핸드폰
989,0,비용 확인 얼마 무상 기간
990,4,해지 요금 씨발 진짜
991,2,해지 다른 처리 계속 정말
992,4,청구 얼마
993,4,부가 서비스 데이터 뭔가 보충
994,4,요금 납부 조회 청구
995,1,변경 확인 현재 요금제
996,4,요금 변경 데이터 사용 추가 걱정 아래 지금 단계 요금제
997,4,납부 확인 요금 얼마
998,4,위약금 해지 확인 얼마
999,4,부가 서비스 문의 클라우드 사용
1000,3,인터넷 장애 / 고장
1001,1,변경 요금제 지금
1002,3,요금 납부 변경 카드 계좌 방법
1003,1,이름 요금제
1004,0,신청 고장 충전
1005,1,어서 요금제
1006,4,청구 문의 요금 데이터 용량
1007,4,청구 이번
1008,3,납부 변경 요금 계좌 방법 국민은행
1009,1,변경 요금제
1010,1,요금제
1011,1,요금제
1012,1,어서 요금제
1013,3,납부 변경 요금 카드 계좌 번호 방법
1014,3,휴대폰 분실
1015,0,멤버십 포인트 사용 어디 처가
1016,4,해지 요금
1017,4,요금 할인 납부 미납 내야 얼마
1018,4,부가 서비스 신청 가격 관련 데이터 종류 뭔가 보충 방법
1019,1,요금 변경 데이터 사용 추가 걱정 지금 요금제
1020,4,요금 확인
1021,4,부가 서비스 문의 사용 보안
1022,0,인터넷 속도 방문 수리 가끔
1023,1,가입 주소 상품 인터넷
1024,3,요금 고지서 납부 계좌 방법 가상
1025,1,변경 요금제
1026,1,가입 채널 상품 얼마
1027,2,할인 상품 결합 가입 인터넷 문의 얼마나 핸드폰 절차
1028,3,청구 금액 어쩌
1029,4,요금 상세 변경 데이터 이번
1030,3,휴대폰 분실
1031,4,요금 이번 얼마
1032,0,처리 휴대폰 고장 직영 가기
1033,4,부가 서비스 문의 구매 가격 데이터 보충
1034,4,부가 서비스 문의 스트리밍 음악
1035,0,신청 고장 방문 핸드폰 시간
1036,4,서비스 패키지 신청 인기 요금 채널 얼마
1037,0,고장 스마트워치
1038,3,전화번호 핸드폰 어디 액정 서류 가야
1039,4,요금 무제한 변경 데이터 약정 제로 요금제
1040,2,인터넷 그때
1041,0,휴대폰 고장 방문 충전 언제 날짜
1042,0,신청 고장 방문 핸드폰 시간
1043,1,가입 상품
1044,4,부가 서비스 해지 스트리밍 음악
1045,4,부가 서비스 신청 데이터 보충
1046,1,가입 다른 데이터 용량 추천 비교 얼마 요금제
1047,4,요금 조회 초과 얼마나 뭔가
1048,0,화면 고장 방문 언제 노트북
1049,2,인터넷 문의 설치
1050,4,서비스 가입 스트리밍 가격 음악
1051,1,변경 요금제 지금
1052,0,신청 고장 사용 충전
1053,1,변경 데이터 요금제
1054,1,가입 요금 데이터 제로 무제한 요금제
1055,2,인터넷
1056,2,인터넷 속도
1057,1,사용 설명 문의 현재 무엇 요금제 중인
1058,4,요금 상세 변경 데이터
1059,0,비용 얼마
1060,4,부가 서비스 문의 신청 가격 데이터 보충
1061,3,납부 변경 요금 카드 번호 방법
1062,1,변경 뭔가 요금제
1063,0,신청 휴대폰 직영 충전
1064,4,요금 문자
1065,1,요금제
1066,2,인터넷 속도
1067,1,청구 설명 납득 요금 무슨 데이터 어제 초과 용량
1068,2,해지 서비스 변경 회사 다른 인터넷
1069,1,개통 최신 모델 핸드폰
1070,3,요금 납부 자동 조회 이체 신한은행
1071,1,멤버십 혜택 가입 서비스 카드 플라스틱
1072,4,부가 서비스 해지 스트리밍 음악 동의
1073,2,인터넷
1074,0,신청 휴대폰 고장 직영
1075,3,문의 관련 어쩌 요금
1076,0,신청 휴대폰 고장 충전
1077,0,신청 핸드폰
1078,3,휴대폰 번호 분실 신고
1079,2,주소 오늘 아침 오후
1080,3,인터넷 장애 / 고장
1081,4,요금 조회
1082,3,청구 금액 어쩌
1083,0,요금 미납 내야 언제
1084,3,납부 변경 요금 카드 계좌 방법 신한은행
1085,3,요금 납부 이체 카드 변경 다른 계좌 방법
1086,4,요금 조회 데이터 초과 얼마나 뭔가
1087,2,인터넷 설치 오늘 언제
1088,4,청구 조치 요금 문제
1089,3,납부 변경 요금 카드 계좌 방법 신한은행
1090,2,해지 휴대폰
1091,0,신청 휴대폰 직영 충전
1092,0,신청 고장 핸드폰
1093,4,요금 할인 상세 역도 이번 얼마 얼마나
1094,1,가입 신규 상품 주소 인터넷 개월
1095,0,신청 어디가 핸드폰 배터리 소모
1096,4,요금 조회 청구 지난
1097,3,상품 결합 이용 가입 인터넷 문의 휴대폰 중이
1098,3,납부 변경 요금 계좌 방법 신한은행
1099,2,인터넷 젠장
1100,3,문의 관련 어쩌 요금
1101,2,해지 이사 가게 인터넷
1102,2,인터넷
1103,4,문의 확인 소진 데이터 요금제 휴대폰 얼마나
1104,0,신청 화면 고장 터치
1105,3,요금 납부 적용 이체 번호 계좌 방법 은행 언제
1106,4,가입 요금 휴대폰 제로
1107,0,접수 신청 고장 핸드폰 언제
1108,2,인터넷 설치
1109,4,부가 서비스 데이터 종류 뭔가 보충
1110,4,해지 통신 품질
1111,4,요금 할인 상세 역도 이번 얼마 얼마나
1112,0,고장 방문 언제 터치 태블릿
1113,2,해지 통신사 주소 다른 인터넷 동의
1114,0,신청
1115,2,해지 다른
1116,4,요금 할인 상세 역도 이번 얼마 얼마나
1117,4,요금 변경 데이터 사용 추가 걱정 위로 지금 단계 요금제
1118,1,할인 상품 결합 가입 얼마나
1119,4,부가 서비스 추가 클라우드
1120,2,해지 이사 가게 인터넷
1121,3,해지 변경 요금 동의 데이터 남아 여러
1122,3,청구 금액 어쩌
1123,4,부가 서비스 해지 스트리밍 음악 동의
1124,3,인터넷 장애 / 고장
1125,0,갑자기
1126,0,신청 화면 휴대폰 고장 방문 언제
1127,1,변경 그것 요금제
1128,0,휴대폰 고장
1129,2,할인 결합 인터넷 신청 얼마나 핸드폰 말씀 주소
1130,4,요금 조회 데이터 초과 얼마나 뭔가
1131,1,바보 얼마나 요금제
1132,0,화면 휴대폰 고장 택배
1133,2,해지
1134,4,청구 문의 변경 요금 데이터 용량 요금제
1135,2,인터넷 해결
1136,2,해지 통신사 변경 다른 휴대폰
1137,0,처리 휴대폰 고장 직영 가기
1138,1,데이터 요금제
1139,3,납부 이체 자동 요금 방법
1140,3,납부 변경 이체 자동 요금 방법
1141,0,신청 핸드폰
1142,0,휴대폰 수리
1143,0,멤버십 포인트 사용 어디 처가
1144,2,인터넷 속도
1145,4,서비스 가입 클라우드 동의 용량 얼마나
1146,1,변경 데이터 사용 요금제
1147,3,관련 어쩌 요금
1148,2,인터넷 설치 그때
1149,4,요금 조회 청구 지난
1150,2,문의 설치
1151,1,변경 주소 부탁
1152,2,해지 서비스 변경 회사 다른 인터넷
1153,3,전화번호 핸드폰 어디 액정 서류 가야
1154,4,요금 확인 데이터 얼마 비교 런가 용량 지난달
1155,3,납부 변경 이체 요금 카드 계좌 방법
1156,4,부가 서비스 해지 스트리밍 음악
1157,4,청구 문의 요금
1158,3,장비 안내
1159,1,사용 내용 추천 요금제
1160,1,가입 주소 인터넷 동의 가장
1161,4,위약금 해지 확인 얼마
1162,2,해지 인터넷
1163,4,부가 서비스 해지 클라우드
1164,4,서비스 가입 가격 클라우드 무엇 용량 얼마나
1165,1,무제한 변경 데이터 요금제
1166,2,해지 이사 인터넷 어서
1167,4,청구 조회
1168,4,부가 서비스 해지
1169,4,요금 조회 데이터 초과 얼마나
1170,4,서비스 패키지 신청 인기 요금 채널 얼마
1171,1,해지 다른 빌어먹을 계속 진짜
1172,1,개통 최신 모델 핸드폰
1173,1,휴대폰 카메라 사용 구매 게임 모델 종이 가격 주로 정도
1174,4,요금 데이터 이번
1175,1,변경 데이터 사용 요금제
1176,1,개통 최신 모델 핸드폰
1177,4,해지 요금
1178,2,해지 이사 가게 인터넷
1179,1,데이터 요금제
1180,4,청구 요금
1181,2,해지 다른
1182,1,변경 요금제
1183,2,인터넷 설치 그때
1184,4,가입 요금 휴대폰 제로
1185,1,가입 다른 데이터 용량 추천 비교 얼마 요금제
1186,4,서비스 가입 클라우드 동의 용량 얼마나
1187,1,변경 다른 취소 얼마나 요금제
1188,0,화면 휴대폰 고장 택배
1189,1,변경 데이터 동의 비용 얼마나 요금제
1190,4,부가 서비스 가입 클라우드
1191,4,요금 변경 조회 데이터 얼마나 생각 요금제
1192,2,해지 다른 휴대폰
1193,4,청구 문의 확인 데이터 용량
1194,4,요금 조회
1195,4,조회 상세 얼마 요금 이번 역도
1196,3,납부 요금 카드 계좌 방법
1197,4,부가 서비스 문의 신청 가격 데이터 보충
1198,4,부가 서비스 문의 옵션 데이터
1199,4,부가 서비스 해지 보안
1200,4,요금 조회 데이터 초과 얼마나 뭔가
1201,4,청구 문의 상세 요금
1202,4,부가 서비스 문의 신청 가격 데이터 보충
1203,0,신청 화면 휴대폰 고장 먹통
1204,4,부가 서비스 신청 가격 관련 데이터 종류 뭔가 보충 방법
1205,4,부가 서비스 쿠폰 문의 구매 가격 데이터 보충 얼마
1206,4,요금 문자
1207,4,부가 서비스 해지 스트리밍 음악
1208,0,화면 휴대폰 고장 택배
1209,2,해지
1210,4,부가 서비스 문의 가입 스트리밍 음악
1211,3,요금 납부 이체 카드 변경 다른 계좌 방법
1212,4,청구 얼마
1213,4,요금 납부 확인 얼마 제대로
1214,0,인터넷 방문 시간 오후
1215,2,인터넷 신청 연결
1216,2,인터넷 그때
1217,1,무제한 변경 데이터 약정 요금제
1218,1,변경 요금제
1219,0,신청 휴대폰 고장 충전
1220,3,인터넷 장애 / 고장
1221,1,가입 채널 상품 얼마
1222,1,변경 가격 데이터 사용 요금제
1223,4,부가 서비스 문의 무제한 데이터
1224,4,부가 서비스 문의 가입 데이터 보충
1225,2,해지 통신사 주소 다른 인터넷 동의
1226,2,인터넷 주소 속도 어제 내일 오전
1227,3,납부 이체 적용 요금 카드 계좌 방법 언제
1228,2,해지 다른 휴대폰
1229,4,부가 서비스 해지 스트리밍 음악
1230,4,서비스 가입 클라우드
1231,2,결제 소액 휴대폰
1232,4,요금 조회
1233,0,멤버십 적립 포인트 확인
1234,1,인터넷 가입 상품 가장
1235,2,인터넷
1236,1,무제한 변경 데이터 요금제
1237,4,요금 변경 조회 데이터 얼마나 요금제
1238,2,해지 다른 처리
1239,1,변경 데이터 가장 요금제
1240,4,부가 서비스 가입 클라우드
1241,2,인터넷 그때
1242,1,설명 변경 요금제
1243,4,조회 상세 요금
1244,4,인터넷 확인 원인 언제 오후 진짜
1245,1,사용 내용 추천 요금제
1246,4,요금 데이터 확인 바로 제로 요금제
1247,0,정지 일시 기간 신청 요금
1248,0,기종은 신청 고장 방문 핸드폰 시간
1249,0,신청 휴대폰 고장 문제 배터리
1250,4,요금 상세 얼마
1251,1,가입 채널 상품 얼마
1252,0,처리 휴대폰 고장 직영 가기
1253,3,핸드폰 신고
1254,4,부가 서비스 해지
1255,4,부가 서비스 문의 클라우드
1256,3,휴대폰 분실 신고 가입 지하철
1257,1,변경 데이터 사용 추천 동의 보통 정도 요금제
1258,0,인터넷 방문
1259,0,해지 통신사 다른 직영 절차 얼마 가야
1260,4,서비스 가입 클라우드 동의 용량 얼마나
1261,4,부가 서비스 문의 스트리밍 사용 음악
1262,4,조회 요금
1263,0,신청 고장 핸드폰 소리 언제
1264,0,휴대폰 고장
1265,4,부가 서비스 신청 가격 관련 데이터 종류 뭔가 보충 방법
1266,4,부가 서비스 신청 데이터 보충
1267,1,가입 상품
1268,4,요금 어플 조회 확인 한번
1269,1,가입 주소 인터넷 동의 가장
1270,4,요금 조회 데이터 얼마 비교 런가 용량 지난달
1271,2,해지 회사 인터넷 다른
1272,1,편입 사용 내용 추천 요금제
1273,4,부가 서비스 신청 가격 관련 데이터 종류 뭔가 보충 방법
1274,2,인터넷 설치
1275,1,비교 보고 요금제
1276,1,변경 데이터 요금제
1277,1,변경 데이터 사용 요금제
1278,2,해지 통신사 변경 다른 휴대폰
1279,3,납부 변경 이체 요금 카드 계좌 방법
1280,0,신청 휴대폰 직영 충전
1281,3,요금 납부 이체 카드 변경 계좌 방법 지금
1282,4,부가 서비스 가입 클라우드
1283,1,데이터 요금제
1284,3,납부 이체 적용 요금 카드 계좌 번호 방법 은행 언제
1285,1,변경 현재 요금제
1286,3,해지 변경 요금 동의 데이터 남아 여러
1287,3,인터넷 장애 / 고장
1288,4,요금 납부 조회 청구
1289,4,요금 씨바
1290,1,할인 요금 할부 무제한 다른 데이터 번호 요금제 언제 무슨 지금 뭔가 소리
1291,2,할인 선택 상담 약정 얼마 그때 다시
1292,2,할인 선택 약정 기간 언제 이후
1293,3,납부 이체 자동 요금 카드 다른 방법 지금
1294,4,옵션 데이터 뭔가 사면
1295,2,해지 번호 뭔가
1296,4,부가 서비스 쿠폰 데이터 뭔가 보충 한번 건가
1297,4,요금 무제한 데이터
1298,2,할인 선택 약정 신청 기간 얼마나
1299,4,요금 청구 얼마 언제 건가
1300,4,요금 청구 이번 팩스 얼마 언제
1301,3,요금 납부 자동 이체 변경 등록 인터넷
1302,2,할인 요금 선택 약정 기간 얼마나 무엇
1303,1,제공 음성 데이터 이해 얼마나 문자 요금제 건가
1304,4,요금 납부 발급 계좌 방법 가상 한번
1305,4,요금 납부 이체 계좌 얼마 때문 언제
1306,4,부가 서비스 추가 구매 데이터 용량
1307,1,무제한 데이터 지금 요금제
1308,3,요금 납부 이체 계좌 관련 언제
1309,3,납부 이체 신용카드 자동 계좌 지금
1310,3,납부 이체 신용카드 계좌 방법 지금
1311,4,확인 최근 요금
1312,3,요금 납부 계좌 가상
1313,3,납부 변경 이체 신용카드 자동 사용 방법
1314,1,데이터 제공 얼마나 요금제
1315,3,요금 음성 통화 얼마나
1316,3,납부 이체 신용카드 요금 계좌 방법
1317,1,제공 데이터 초과 얼마나 요금제
1318,2,해지 번호 통신사 휴대폰 다른
1319,1,기기 변경 사용 현재
1320,4,납부 변경 이체 신용카드 자동 요금 방법 유효 기간 지금
1321,4,요금 납부 확인
1322,1,변경 데이터 사용 요금제
1323,4,요금 납부 고지서 자동 이체 변경
1324,3,요금 납부 미납 어제
1325,2,결제 소액 한도 자꾸
1326,4,이체 신용카드 자동 요금 카드 다른 방법 은행
1327,2,할인 적용 선택 약정 제대로 건가
1328,1,변경 다른 지금 요금제
1329,4,부가 서비스 해지 정리
1330,3,납부 이체 자동 방법
1331,4,요금 할인 확인 얼마
1332,2,할인 선택 약정 기간 개월 얼마나 뭔가
1333,1,데이터 사용 얼마나 요금제
1334,0,휴대폰 재발
1335,2,결제 소액 게임 자꾸
1336,3,납부 변경 이체 신용카드 자동 요금 방법
1337,4,할인 요금 혜택 선택 약정 변경 확인 얼마나 다른 제로 지금
1338,3,납부 변경 이체 자동 카드 방법 인터넷
1339,2,결제 소액 금액 사용 뭔가 해제
1340,1,요금 변경 데이터 얼마나 지금 가장 제로 요금제
1341,3,납부 이체 신용카드 자동 방법
1342,3,이체 신용카드 자동 카드 지금
1343,2,해지 번호 통신사 다른
1344,2,결제 소액 온라인 이용 문의 취소
1345,1,할인 가입 무제한 선택 약정 기간 개월 얼마나 사려 사용 데이터 요금제 핸드폰 지금
1346,4,결제 소액 요금 미납 얼마 거절 라면 자꾸 건가 이제
1347,3,핸드폰 분실 정지 사용 일단
1348,2,할인 결합 인터넷 신청 얼마나 사용 휴대폰
1349,4,요금 무제한 확인 데이터 요금제
1350,0,결제 소액 사기 불법 취소 번호 뭔가
1351,1,제공 다른 확인 음성 데이터 통화 얼마 얼마나 요금제
1352,3,납부 신용카드 카드 번호 방법
1353,3,휴대폰 분실
1354,2,할인 선택 약정 비율 뭔가
1355,3,요금 안내 음성 통화
1356,1,요금 문의 데이터 사용 얼마나 요금제
1357,1,변경 주소
1358,3,납부 이체 신용카드 자동 요금 카드 번호 방법 유효 기간 지금
1359,2,해지 번호 통신사 휴대폰 다른 인증
1360,4,요금 납부 확인
1361,4,요금 상세 역도 이번 얼마
1362,2,할인 결합 인터넷 신청 사용 휴대폰 지금
1363,2,결제 소액 인증 번호 자꾸
1364,4,이체 자동 다른 은행
1365,4,할인 적용 선택 약정 때문 제대로 계속
1366,4,부가 서비스 문의 추가 변경 구매 무제한 데이터 온라인 요금제 용량
1367,1,무제한 변경 데이터 가면 조금 지금 정도 요금제
1368,1,기기 변경 최신 온라인
1369,2,결제 소액 게임 자꾸
1370,2,해지 번호 다른 회사
1371,1,변경 데이터 이상 요금제
1372,2,해지 번호 통신사 다른
1373,4,요금 청구 이번 언제
1374,2,할인 결합 서비스 온라인 신청 얼마나
1375,4,요금 확인 데이터 이해 성은 얼마나
